property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,dlf alameda,sector 73,17.0,35109.0,4842.0,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5,8,3,3.0,North-West,Relatively New,,9000.0,,1,1,1,1,0,2,87
house,rattan vihar rajendra park,sector 106,85.0,14166.0,60003.0,Plot area 600(55.74 sq.m.),5,5,3+,4.0,,New Property,,600.0,,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,7.0,12963.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,West,Relatively New,,5400.0,,0,0,0,0,0,1,102
house,vipul tatvam villa,sector 48,8.25,38194.0,2160.0,Plot area 350(292.64 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),4,4,3+,3.0,North-East,Relatively New,,300.0,240.0,0,1,1,0,0,1,160
house,uppal southend,sector 49,6.75,32328.0,2088.0,Plot area 232(193.98 sq.m.),12,12,3+,3.0,North,Moderately Old,,2088.0,,1,1,0,1,1,1,49
house,independent,sector 48,8.4,25926.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3,2.0,,Old Property,,3240.0,,0,1,0,1,0,1,15
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7,9,3+,3.0,North-East,Moderately Old,,9000.0,,1,1,1,1,0,2,74
house,unitech espace,sector 50,10.3,31790.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Moderately Old,,3240.0,,1,1,1,1,0,1,160
house,independent,sector 25,10.5,29022.0,3618.0,Plot area 402(336.12 sq.m.),5,5,3,3.0,East,Moderately Old,,3618.0,,1,1,0,1,0,0,42
house,dlf city plots,sector 26,18.0,39841.0,4518.0,Plot area 502(419.74 sq.m.),6,6,2,3.0,North,Old Property,,4518.0,,0,1,0,1,1,1,49
house,independent,sector 4,70.0,6648.0,105295.0,Built Up area: 117 (97.83 sq.m.),3,3,0,1.0,,Undefined,,117.0,,0,0,0,0,0,0,0
house,independent,sector 82,7.5,23148.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,Relatively New,,3240.0,,0,1,0,1,0,1,135
flat,dlf park place,sector 54,6.75,24963.0,2704.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4,4,2,8.0,North,Moderately Old,2704.0,,1534.0,0,0,0,0,0,2,135
house,independent,sector 43,7.5,38760.0,1935.0,Plot area 215(179.77 sq.m.),12,12,3+,4.0,East,New Property,,1935.0,,1,1,1,1,0,1,72
house,independent,sector 43,9.85,29638.0,3323.0,Plot area 418(349.5 sq.m.),5,5,2,3.0,West,Old Property,,418.0,,1,1,0,1,0,0,21
house,independent,sector 104,30.0,60000.0,5000.0,Plot area 50(4.65 sq.m.),6,3,3,3.0,South,Moderately Old,,50.0,,0,0,0,0,0,0,0
house,nul,sector 25,15.0,23437.0,6400.0,Built Up area: 6400 (594.58 sq.m.),5,5,3,2.0,West,Moderately Old,,6400.0,,1,1,0,1,0,1,112
house,independent,sector 4,92.0,15257.0,60300.0,Plot area 67(56.02 sq.m.),4,4,3,4.0,East,Moderately Old,,67.0,,0,0,0,0,1,0,0
house,unitech uniworld resorts,sector 33,11.0,26667.0,4125.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,,New Property,,500.0,,1,1,0,0,0,0,58
house,international city by sobha phase 2,sector 109,9.5,26389.0,3600.0,Plot area 400(334.45 sq.m.),5,5,3+,2.0,South,Relatively New,,3600.0,,1,1,1,1,0,0,133
house,independent,sector 26,15.0,33333.0,4500.0,Built Up area: 4500 (418.06 sq.m.),4,4,3,3.0,,Moderately Old,,4500.0,,0,1,1,0,0,1,36
flat,.,sector 59,7.0,11000.0,6363.6,Super Built up area 6000(557.42 sq.m.),4,4,3+,6.0,South-West,Relatively New,6000.0,,,0,0,0,0,0,0,52
house,independent,sector 39,7.0,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,3+,4.0,South-East,Relatively New,,7000.0,,0,0,0,1,0,1,38
house,independent,sector 25,9.0,28490.0,3159.0,Plot area 351(293.48 sq.m.),10,10,3,3.0,East,Old Property,,3159.0,,0,0,0,1,0,1,64
house,rattan garden,sector 7,83.0,17584.0,47202.0,Carpet area: 472 (43.85 sq.m.),5,3,2,3.0,East,Undefined,,,472.0,0,0,0,0,0,0,0
house,experion windchants,sector 112,7.46,10260.0,7271.0,Built Up area: 6350 (589.93 sq.m.),4,4,3+,2.0,East,Relatively New,,6350.0,,0,1,0,1,0,1,62
house,emaar mgf marbella,sector 66,18.0,40000.0,4500.0,Plot area 500(418.06 sq.m.),5,6,3+,3.0,North-East,Relatively New,,4500.0,,1,1,1,1,0,2,153
house,project housing board colony,sector 31,8.0,63492.0,1260.0,Built Up area: 140 (117.06 sq.m.),2,1,0,1.0,,Undefined,,140.0,,0,0,0,0,0,0,0
house,independent,sector 69,80.0,10484.0,76307.0,Built Up area: 763 (70.89 sq.m.),1,1,0,1.0,,Undefined,,763.0,,0,0,0,0,0,0,0
house,vatika india next,sector 82,6.8,20988.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,3.0,North-East,Relatively New,,3240.0,,0,1,0,0,0,2,110
house,independent,sector 3,75.0,57692.0,13000.0,Built Up area: 130 (12.08 sq.m.),2,2,0,1.0,,Undefined,,130.0,,0,0,0,0,0,0,0
house,not applicable,sector 4,65.0,13000.0,50000.0,Plot area 500(46.45 sq.m.),2,1,1,3.0,East,Moderately Old,,500.0,,0,0,0,0,0,0,7
house,unitech uniworld resorts,sector 33,10.0,181818.0,550.0,Plot area 550(51.1 sq.m.),5,6,3,4.0,North-East,New Property,,550.0,,1,1,0,0,0,0,26
house,unitech espace,sector 50,11.0,40741.0,2700.0,Plot area 360(301.01 sq.m.)Built Up area: 361 sq.yards (301.84 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,4,3+,2.0,North,Moderately Old,,361.0,300.0,0,1,0,0,0,1,88
house,independent,sector 38,70.0,3500.0,200000.0,Carpet area: 2000 (185.81 sq.m.),4,4,0,2.0,East,Undefined,,,2000.0,0,0,0,0,0,0,0
house,signature global city 81,sector 81,75.0,6849.0,109505.0,Plot area 1095(101.73 sq.m.),3,2,3,4.0,East,Under Construction,,1095.0,,1,0,0,0,0,0,97
house,independent,sector 4,60.0,105263.0,5700.0,Plot area 57(5.3 sq.m.),3,3,1,2.0,,Old Property,,57.0,,0,0,0,0,1,0,0
house,independent,sector 26,8.1,35294.0,2295.0,Plot area 255(213.21 sq.m.),5,5,2,4.0,East,Old Property,,2295.0,,0,0,0,0,0,0,42
house,dlf city plots phase 2,sector 25,10.0,400000.0,250.0,Plot area 250(23.23 sq.m.),12,12,3+,4.0,North,Relatively New,,250.0,,1,1,0,0,0,1,114
house,dlf the arbour,sector 63,8.5,21519.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4,4,3+,27.0,,Undefined,,3950.0,,0,0,0,0,0,0,61
house,jacobpura,sector 12,52.5,14583.0,36001.0,Plot area 360(33.45 sq.m.),4,4,2,3.0,East,Relatively New,,360.0,,0,0,0,0,0,0,0
house,unitech uniworld resorts,sector 33,8.5,17820.0,4770.0,Plot area 530(443.15 sq.m.),5,5,3+,3.0,North,New Property,,4770.0,,1,1,1,1,0,1,145
house,independent,sector 4,85.0,630.0,1349206.0,Plot area 1500(1254.19 sq.m.),3,3,1,1.0,North,Relatively New,,1500.0,,0,0,0,0,1,0,0
house,shree krishna homes,sector 104,48.0,50000.0,9600.0,Plot area 80(7.43 sq.m.)Built Up area: 795 sq.ft. (73.86 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2,2,1,1.0,North-East,New Property,,795.0,720.0,1,0,0,1,1,0,44
house,independent,sector 7,53.0,5888.0,90014.0,Built Up area: 900 (83.61 sq.m.),2,2,0,1.0,,Undefined,,900.0,,0,0,0,0,0,0,0
house,independent,sector 17,32.0,5664.0,56497.0,Built Up area: 565 (52.49 sq.m.),5,1,0,1.0,,Undefined,,565.0,,0,0,0,0,0,0,0
house,independent,sector 17,29.0,3254.0,89121.0,Plot area 891(82.78 sq.m.),2,1,0,0.0,West,Old Property,,891.0,,0,0,0,0,0,0,0
house,the laburnum,sector 43,11.0,27160.0,4050.0,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5,6,3+,3.0,East,New Property,,360.0,350.0,0,1,0,1,0,1,160
house,dlf city plots,sector 26,13.5,29880.0,4518.0,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Moderately Old,,4518.0,,1,1,0,0,1,1,104
house,satya the legend,sector 57,9.25,16577.0,5580.0,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5,5,3+,4.0,North-East,Relatively New,,630.0,620.0,1,1,1,1,0,1,160
house,independent,sector 104,70.0,7000.0,100000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 509 sq.ft. (47.29 sq.m.),2,2,1,5.0,North-East,Undefined,,1000.0,509.0,0,0,0,0,0,0,0
house,vipul tatvam villa,sector 48,7.25,201388.0,360.0,Plot area 360(33.45 sq.m.),4,4,3,2.0,,Relatively New,,360.0,,1,1,1,1,0,1,103
house,independent,sector 43,14.0,39886.0,3510.0,Plot area 390(326.09 sq.m.),9,9,3+,4.0,North,Moderately Old,,3510.0,,0,1,0,0,0,0,7
house,independent,sector 45,16.0,35000.0,4571.0,Plot area 500(418.06 sq.m.),6,7,3+,3.0,East,Relatively New,,4500.0,,1,1,1,1,0,1,105
house,international city by sobha phase 1,sector 109,12.0,20000.0,6000.0,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3,2.0,North-East,Relatively New,,7000.0,6000.0,1,1,0,0,0,1,154
house,vipul tatvam villa,sector 48,7.25,27971.0,2592.0,Plot area 288(240.8 sq.m.),3,4,2,2.0,South,Moderately Old,,2592.0,,1,1,1,1,0,1,115
house,independent,sector 2,98.0,9074.0,108001.0,Carpet area: 120 (100.34 sq.m.),9,4,3,1.0,South,Undefined,,,120.0,0,0,0,0,0,0,0
house,independent,sector 11,44.0,4251.0,103505.0,Carpet area: 115 (96.15 sq.m.),3,2,1,1.0,,Relatively New,,,115.0,0,0,0,1,1,0,46
house,independent,sector 25,7.6,38760.0,1961.0,Plot area 215(179.77 sq.m.),9,9,3,4.0,East,Relatively New,,1935.0,,1,0,1,1,0,1,84
house,independent,sector 11,78.0,9725.0,80206.0,Carpet area: 802 (74.51 sq.m.),4,4,0,3.0,North-East,Undefined,,,802.0,0,0,0,0,0,0,0
house,independent,sector 48,50.0,5555.0,90009.0,Plot area 900(83.61 sq.m.),2,1,2,1.0,,Moderately Old,,900.0,,0,0,0,0,0,0,0
house,independent,sector 3,85.0,8910.0,95398.0,Plot area 106(88.63 sq.m.),1,2,0,1.0,,Relatively New,,106.0,,0,0,0,0,0,0,0
house,"nirmal enclave, maruti kunj road",sector 11,24.0,5333.0,45003.0,Plot area 450(41.81 sq.m.),2,2,0,2.0,North,Relatively New,,450.0,,0,0,0,0,0,0,0
house,independent,sector 4,47.0,8012.0,58662.0,Plot area 624(57.97 sq.m.),2,1,1,1.0,East,Moderately Old,,624.0,,0,0,1,0,0,0,0
house,emaar mgf marbella,sector 66,15.1,18605.0,8116.0,Plot area 754,5,5,3+,3.0,East,New Property,,8067.799999999999,,1,1,1,1,0,0,120
house,independent,sector 2,19.5,27083.0,7200.0,Plot area 800(668.9 sq.m.),8,9,3+,2.0,North,New Property,,7200.0,,1,1,0,1,0,0,122
flat,ambience caitriona,sector 24,14.0,200000.0,700.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,0,0
house,independent,sector 56,7.5,23148.0,3240.0,Plot area 360(301.01 sq.m.),8,8,3+,3.0,North-East,Relatively New,,3240.0,,1,1,0,1,0,2,42
house,unitech uniworld resorts,sector 33,9.5,173992.0,546.0,Plot area 546(50.73 sq.m.),6,6,3+,3.0,North-East,Moderately Old,,546.0,,0,0,0,0,0,1,40
flat,beverley park,sector 43,8.44,16230.0,5200.2,Super Built up area 5200(483.1 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4900 sq.ft. (455.22 sq.m.),4,5,3,9.0,North-East,Moderately Old,5200.0,5000.0,4900.0,0,0,0,0,0,2,117
house,independent,sector 39,34.0,7555.0,45003.0,Built Up area: 450 (41.81 sq.m.),1,1,1,1.0,,Undefined,,450.0,,0,0,0,0,0,0,0
house,experion windchants,sector 112,7.99,12519.0,6382.0,Built Up area: 6382 (592.91 sq.m.),4,6,3,2.0,South-East,New Property,,6382.0,,0,1,1,1,0,1,129
house,independent,sector 43,8.25,30556.0,2700.0,Plot area 300(250.84 sq.m.),5,6,3+,3.0,West,Moderately Old,,2700.0,,1,1,1,1,0,1,64
house,dlf city plots,sector 26,26.0,57206.0,4545.0,Plot area 505(422.24 sq.m.),6,7,3+,2.0,North-East,New Property,,4545.0,,1,1,0,1,1,1,138
flat,tulip monsella,sector 53,7.4,33198.0,2229.0,Carpet area: 2229 (207.08 sq.m.),4,4,3,21.0,,Undefined,,,2229.0,0,0,0,0,0,0,35
house,independent,sector 17,32.0,22068.0,14501.0,Built Up area: 145 (13.47 sq.m.),2,2,0,3.0,,Undefined,,145.0,,0,0,0,0,0,0,0
house,independent,sector 24,10.0,229885.0,435.0,Carpet area: 435 (40.41 sq.m.),8,10,3+,1.0,West,Undefined,,,435.0,0,0,0,0,0,0,0
house,independent,sector 28,45.0,90000.0,5000.0,Built Up area: 50 (4.65 sq.m.),5,3,0,1.0,,Undefined,,50.0,,0,0,0,0,0,0,0
flat,central park resorts,sector 48,9.3,24926.0,3731.0,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),4,4,3+,10.0,North-East,Moderately Old,3931.0,3831.0,3731.0,0,0,0,0,0,1,67
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,10000.0,Carpet area: 10000 (929.03 sq.m.),4,4,3,9.0,South-East,Moderately Old,,,10000.0,0,0,0,0,0,0,35
house,independent,sector 43,7.85,29074.0,2700.0,Plot area 300(250.84 sq.m.),9,9,3+,3.0,West,Relatively New,,2700.0,,1,1,0,1,1,2,49
house,vipul tatvam villa,sector 48,7.65,19125.0,4000.0,Built Up area: 4000 (371.61 sq.m.),4,4,3,2.0,North-East,Moderately Old,,4000.0,,1,1,0,0,1,0,49
flat,mm golfestate,sector 65,7.0,18181.0,3850.2,Carpet area: 3850 (357.68 sq.m.),3,3,2,12.0,North,Moderately Old,,,3850.0,0,0,0,0,0,0,60
house,independent,sector 45,17.0,37777.0,4500.0,Plot area 4500(418.06 sq.m.),5,8,3+,3.0,North-East,Relatively New,,4500.0,,1,1,1,1,0,2,152
house,independent,sector 7,63.0,7875.0,80000.0,Built Up area: 800 (74.32 sq.m.),4,2,1,2.0,South-East,Old Property,,800.0,,0,0,0,0,1,0,7
house,unitech espace,sector 50,7.45,34491.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),4,4,3,3.0,,Old Property,,4500.0,4000.0,0,1,0,0,0,1,59
house,surat nagar phase 2,sector 104,36.0,7843.0,45901.0,Plot area 51(42.64 sq.m.),2,2,1,1.0,North-East,Moderately Old,,51.0,,0,0,0,1,0,0,0
house,independent,sector 4,40.0,8889.0,44999.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,,Moderately Old,,50.0,,0,0,0,0,0,0,0
house,vipul tatvam villa,sector 48,7.69,24069.0,3195.0,Plot area 355(296.83 sq.m.),4,5,3,2.0,North-West,Moderately Old,,3195.0,,1,1,1,1,0,1,110
house,ansals palam vihar,sector 2,9.0,19231.0,4680.0,Plot area 520(434.79 sq.m.),5,5,2,2.0,North,Old Property,,4680.0,,1,1,1,1,0,2,110
house,independent,sector 28,11.25,34722.0,3240.0,Plot area 360(301.01 sq.m.),9,9,3+,2.0,North,Moderately Old,,3240.0,,0,1,1,1,0,1,126
flat,pioneer araya,sector 62,8.35,19513.0,4279.2,Super Built up area 4279(397.53 sq.m.),4,6,3,16.0,East,Relatively New,4279.0,,,0,0,0,0,0,0,153
house,independent,sector 8,32.0,7111.0,45001.0,Built Up area: 450 (41.81 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,3,1,1.0,North-East,Relatively New,,450.0,300.0,0,0,0,0,0,0,0
house,independent,sector 55,9.19,34037.0,2700.0,Plot area 300(250.84 sq.m.),16,18,2,4.0,West,New Property,,2700.0,,0,1,0,1,0,1,49
house,independent,sector 25,13.0,45710.0,2844.0,Plot area 316(264.22 sq.m.),6,8,3+,1.0,,Relatively New,,2844.0,,1,1,1,1,0,2,0
house,ireo victory valley,sector 67,8.0,22222.0,3600.0,Plot area 400(334.45 sq.m.),6,7,3+,3.0,North-East,Moderately Old,,3600.0,,1,1,1,1,0,1,151
house,independent,sector 10,45.0,8333.0,54002.0,Plot area 540(50.17 sq.m.),4,2,1,2.0,,Relatively New,,540.0,,0,0,0,0,0,0,0
house,dlf city plots,sector 26,20.0,44265.0,4518.0,Plot area 502(419.74 sq.m.),16,20,3+,4.0,North-East,New Property,,4518.0,,1,1,1,1,0,1,153
house,independent,sector 7,45.0,8007.0,56201.0,Plot area 562(52.21 sq.m.),3,2,1,1.0,North-East,Old Property,,562.0,,0,0,0,0,0,0,15
house,greenopolis,sector 89,70.0,5397.0,129702.0,Built Up area: 1297 (120.5 sq.m.),2,2,2,14.0,North-East,Undefined,,1297.0,,0,0,0,0,0,0,0
house,independent,sector 7,95.0,21111.0,45000.0,Plot area 450(41.81 sq.m.),2,1,1,3.0,,New Property,,450.0,,0,0,0,0,0,0,15
house,independent,sector 57,8.0,266666.0,300.0,Plot area 300(27.87 sq.m.),5,4,3,2.0,North,Relatively New,,300.0,,1,1,0,1,0,0,21
house,dlf city plots phase 2,sector 25,10.5,261194.0,402.0,Plot area 402(37.35 sq.m.),4,4,2,2.0,East,Old Property,,402.0,,0,1,0,1,0,1,91
house,independent,sector 28,9.0,27778.0,3240.0,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,Moderately Old,,3240.0,,1,1,1,1,0,0,67
house,independent,sector 2,70.0,7777.0,90009.0,Built Up area: 900 (83.61 sq.m.),1,1,0,1.0,,Undefined,,900.0,,0,0,0,0,0,0,0
house,emaar mgf marbella,sector 66,11.0,33951.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3+,2.0,North-East,New Property,,3240.0,,1,1,1,1,0,1,153
house,independent,sector 9,35.0,9722.0,36001.0,Plot area 40(33.45 sq.m.),2,2,1,2.0,South-East,Old Property,,40.0,,0,0,0,0,0,0,0
house,independent,sector 36,65.8,7168.0,91797.0,Built Up area: 823 (76.46 sq.m.),2,2,3,4.0,,New Property,,823.0,,0,0,0,0,0,0,0
flat,suncity platinum towers,sector 28,7.0,22222.0,3150.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,10.0,North,Moderately Old,3150.0,,1913.0,0,0,0,0,0,0,31
house,dlf city plot phase 4,sector 28,13.0,1992.0,65261.0,Carpet area: 7250 (6061.92 sq.m.),10,10,3+,1.0,,Undefined,,,7250.0,0,0,0,0,0,0,0
house,independent,sector 50,7.0,32407.0,2160.0,Built Up area: 240 (200.67 sq.m.),3,2,0,1.0,,Undefined,,240.0,,0,0,0,0,0,0,0
house,independent,sector 48,82.0,3904.0,210041.0,Carpet area: 2100 (195.1 sq.m.),3,2,1,1.0,North,Undefined,,,2100.0,0,0,0,0,0,0,0
house,independent,sector 50,10.45,38703.0,2700.0,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),4,5,2,3.0,North,Moderately Old,,4000.0,,1,1,0,1,0,1,142
house,independent,sector 26,6.75,27778.0,2430.0,Plot area 270(225.75 sq.m.),3,3,3,2.0,North-East,Moderately Old,,2430.0,,0,0,0,0,0,0,27
house,independent,sector 43,27.5,24366.0,11286.0,Plot area 1254(1048.5 sq.m.),6,7,3+,3.0,North-East,Relatively New,,11286.0,,1,1,0,1,1,1,42
house,unitech uniworld resorts,sector 33,8.0,17778.0,4500.0,Built Up area: 500 (418.06 sq.m.),6,5,3+,4.0,,Undefined,,500.0,,0,0,0,0,0,0,0
house,independent,sector 81,15.5,2296.0,67509.0,Plot area 75(62.71 sq.m.),2,1,0,1.0,,Old Property,,75.0,,0,0,0,0,0,0,0
house,independent,sector 41,7.25,29293.0,2475.0,Plot area 275(229.94 sq.m.),9,8,3,4.0,South-West,Old Property,,2475.0,,0,1,0,0,0,1,94
house,independent,sector 26,14.75,51864.0,2844.0,Plot area 316(264.22 sq.m.),16,20,3+,4.0,East,New Property,,2844.0,,1,1,1,1,0,1,153
house,unitech uniworld resorts,sector 33,8.0,11428.0,7000.0,Plot area 7000(650.32 sq.m.),4,4,3+,2.0,West,Old Property,,7000.0,,1,1,1,1,0,0,77
house,independent,sector 56,8.0,9654.0,8287.0,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),10,10,3+,4.0,,Relatively New,,8286.0,,1,1,0,1,0,2,107
house,independent,sector 3,80.0,8155.0,98099.0,Plot area 109(91.14 sq.m.),5,4,1,2.0,,Moderately Old,,109.0,,0,0,0,0,0,0,0
house,sheetla enclave,sector 5,96.0,10000.0,96000.0,Plot area 945(87.79 sq.m.),7,4,2,3.0,,Moderately Old,,945.0,,0,0,1,1,0,1,0
