property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servent room,store room,pooja room,others,Chimney,Modular Kitchen,Microwave,AC,Geyser,Bed,Light,Dining Table,Stove,Sofa,Water Purifier,Fridge,Curtains,Exhaust Fan,TV,Wardrobe,Fan,Washing Machine,furnishing_type,luxury_score
house,independent,sector 25,13.5,37313.0,3616.67,Plot area 402(336.12 sq.m.),5,6,3+,4.0,North-East,Old Property,,3618.0,,0,0,0,0,1,0,1,0,8,5,0,30,0,1,0,1,0,20,1,0,10,12,0,1,79
house,independent,sector 26,6.75,27778.0,2432.64,Plot area 270(225.75 sq.m.),3,3,3,2.0,North-East,Moderately old,,2430.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
house,independent,sector 43,9.85,29638.0,3767.36,Plot area 418(349.5 sq.m.),5,5,2,3.0,West,Old Property,,3762.0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
house,independent,sector 26,6.0,33333.0,1797.57,Plot area 200(167.23 sq.m.),8,5,3+,3.0,,Old Property,,1800.0,,0,0,0,0,0,1,1,0,10,5,8,0,0,0,0,0,0,0,0,0,8,0,0,1,9
house,unitech aspen greens,sector 50,6.8,31481.0,2163.54,Plot area 240(200.67 sq.m.)Built Up area: 220 sq.yards (183.95 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,5,3,3.0,West,Old Property,,220.0,200.0,1,1,0,0,0,1,1,0,7,5,0,19,0,0,0,0,0,1,1,0,6,6,0,1,111
house,international city by sobha phase 2,sector 109,6.44,26502.0,2432.64,Plot area 270(225.75 sq.m.),4,5,3+,3.0,North-East,New Property,,2430.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
flat,ambience lagoon,sector 24,5.8,12500.0,4640.0,Built Up area: 3700 (343.74 sq.m.),3,4,3+,9.0,North-East,Old Property,,3700.0,,0,0,0,0,0,1,1,0,7,5,0,25,0,1,1,1,1,1,1,0,4,10,0,2,68
house,independent,sector 50,10.45,38703.0,2701.74,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),4,5,2,3.0,North,Moderately old,,4000.0,,1,1,0,1,0,0,1,0,0,5,0,14,0,0,0,0,0,0,0,0,0,8,0,1,142
flat,ambience caitriona,sector 24,14.0,200000.0,700.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,sector 26,23.0,25556.0,8998.62,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,South-West,Relatively New,,9000.0,,1,1,1,1,0,1,1,1,5,5,0,10,0,1,0,0,0,1,1,0,5,7,0,1,145
house,independent,sector 25,7.6,38760.0,1937.5,Plot area 215(179.77 sq.m.),9,9,3,4.0,East,Relatively New,,1935.0,,1,0,1,1,0,0,1,1,9,9,0,20,0,1,0,1,0,1,1,0,9,9,0,1,84
house,unitech uniworld resorts,sector 33,8.0,17778.0,4499.31,Built Up area: 500 (418.06 sq.m.),6,5,3+,4.0,,Undefined,,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,sector 39,15.0,33333.0,4499.31,Plot area 500(418.06 sq.m.),5,5,3+,4.0,,Moderately old,,4500.0,,0,1,0,0,0,1,0,0,5,5,0,5,0,0,0,0,0,5,1,5,5,5,0,1,27
house,international city by sobha phase 2,sector 109,9.5,26389.0,3595.14,Plot area 400(334.45 sq.m.),7,6,3,3.0,West,Relatively New,,3600.0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
house,unitech nirvana birch court,sector 50,11.95,36883.0,3239.93,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,Moderately old,,3240.0,,1,1,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,101
flat,mm golfestate,sector 65,5.9,17543.0,3363.2,Super Built up area 3363(312.43 sq.m.),3,3,3,9.0,,Moderately old,3363.0,,,0,0,0,0,0,1,1,1,6,3,0,8,1,1,1,1,1,7,1,3,4,7,1,2,21
house,independent,sector 41,7.25,29293.0,2475.7,Plot area 275(229.94 sq.m.),9,8,3,4.0,South-West,Old Property,,2475.0,,0,1,0,0,0,0,1,0,4,8,2,12,0,0,0,0,0,1,1,2,2,5,1,1,94
house,independent,sector 25,9.0,28490.0,3153.82,Plot area 351(293.48 sq.m.),10,10,3,3.0,East,Old Property,,3159.0,,0,0,0,1,0,1,0,0,5,6,0,20,0,0,0,1,0,0,1,0,5,7,0,1,64
house,vipul tatvam villa,sector 48,19.5,22222.0,8772.58,Plot area 975(815.22 sq.m.),5,6,3,2.0,North,Moderately old,,8775.0,,1,1,1,1,0,1,1,0,11,7,0,4,0,1,0,1,0,0,1,0,4,0,0,1,110
house,independent,sector 57,6.25,2778.0,27900.03,Plot area 3100(2591.99 sq.m.)Built Up area: 2660 sq.yards (2224.1 sq.m.)Carpet area: 2500 sq.yards (2090.32 sq.m.),9,9,3+,3.0,North-East,New Property,,2660.0,2500.0,0,1,0,0,0,1,0,0,0,9,0,30,0,1,0,1,0,0,0,0,9,12,0,1,61
flat,la lagune,sector 54,6.75,21360.0,3160.1,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4,6,3+,11.0,East,Moderately old,3160.0,2455.0,2240.0,0,0,0,0,0,1,1,0,6,5,0,12,0,1,0,0,0,0,0,0,5,8,0,1,119
house,dlf city plots phase 2,sector 25,6.5,33592.0,1937.5,Plot area 215(179.77 sq.m.),9,9,3+,3.0,West,Old Property,,1935.0,,1,1,1,1,0,0,0,0,0,9,0,48,0,0,0,0,0,0,1,0,9,24,0,1,142
house,independent,sector 50,11.58,35741.0,3239.93,Plot area 360(301.01 sq.m.),5,5,3,2.0,,Moderately old,,3240.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
house,independent,sector 39,7.0,10000.0,355.21,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,3+,4.0,South-East,Relatively New,,7000.0,,0,0,0,1,0,1,1,0,0,1,7,100,0,0,1,1,0,1,1,0,18,38,0,1,38
house,independent,sector 2,5.6,17284.0,3239.93,Plot area 360(301.01 sq.m.),8,6,3+,1.0,South-West,Moderately old,,3240.0,,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
house,dlf city plots,sector 26,20.0,44265.0,4520.84,Plot area 502(419.74 sq.m.),16,20,3+,4.0,North-East,New Property,,4518.0,,1,1,1,1,0,1,1,1,16,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,153
house,sobha city,sector 108,10.5,14323.0,7330.22,Built Up area: 7331 (681.07 sq.m.),5,4,3+,1.0,East,Undefined,,7331.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
house,independent house sector 45,sector 40,9.0,38022.0,2368.06,Plot area 2367(219.9 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),12,12,3,4.0,North-West,New Property,,9000.0,6000.0,0,1,0,0,0,1,1,0,0,5,0,16,0,1,0,0,0,0,1,0,3,8,0,1,71
house,independent,sector 2,6.0,20000.0,2992.36,Built Up area: 333 (278.43 sq.m.),4,4,1,2.0,,Relatively New,,333.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flat,suncity platinum towers,sector 28,7.0,22222.0,3150.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,10.0,North,Moderately old,3150.0,,1913.0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,31
house,ss hibiscus,sector 50,12.25,20940.0,5844.8,Plot area 5850(543.48 sq.m.),5,7,3+,1.0,South-East,Relatively New,,5850.0,,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,160
flat,the ivy,sector 43,6.0,15765.0,3805.9,Built Up area: 3806 (353.59 sq.m.),4,5,3,2.0,North-East,Undefined,,3806.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,12.5,26667.0,4499.31,Plot area 500(418.06 sq.m.),5,6,3,3.0,East,Relatively New,,4500.0,,1,1,1,1,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
house,independent,sector 25,9.0,33333.0,2701.74,Plot area 300(250.84 sq.m.),5,5,3,3.0,North,Old Property,,2700.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
flat,mm golfestate,sector 65,6.1,18138.0,3363.1,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,19.0,North-East,Moderately old,3363.0,,2710.0,0,0,0,0,0,1,1,0,5,5,0,18,0,0,0,0,0,1,1,0,4,5,0,1,174
house,international city by sobha phase 2,sector 109,6.25,10035.0,6232.3,Plot area 692(578.6 sq.m.),5,7,3+,3.0,North-East,Relatively New,,6228.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
house,independent,sector 26,19.0,42222.0,4499.31,Plot area 500(418.06 sq.m.),6,8,3+,3.0,East,Moderately old,,4500.0,,1,1,1,1,0,1,1,0,9,0,0,55,0,0,0,0,0,1,1,0,0,11,0,1,103
house,independent,sector 25,10.0,37037.0,2701.74,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5,5,3+,3.0,East,Moderately old,,9500.0,9000.0,0,1,0,1,0,1,1,2,3,3,0,5,1,0,0,1,0,4,1,1,6,7,1,2,29
house,bptp visionnaire,sector 70,6.0,22222.0,2701.74,Plot area 300(250.84 sq.m.),5,4,3,3.0,North-East,New Property,,2700.0,,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40
flat,sahara grace,sector 28,5.5,14612.0,3764.0,Super Built up area 3764(349.69 sq.m.),4,5,3+,5.0,East,Moderately old,3764.0,,,0,0,0,0,0,1,1,0,7,5,0,6,0,1,0,0,0,1,1,0,5,11,0,1,8
house,vipul tatvam villa,sector 48,6.4,24691.0,2594.1,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3,4,3,2.0,North,Relatively New,,240.0,200.0,1,1,1,0,0,1,1,0,5,5,0,12,0,1,0,0,0,0,1,0,4,6,0,1,148
flat,pioneer araya,sector 62,8.35,19513.0,4279.2,Super Built up area 4279(397.53 sq.m.),4,6,3,16.0,East,Relatively New,4279.0,,,0,0,0,0,0,1,1,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,153
house,independent,sector 26,8.1,35294.0,2292.71,Plot area 255(213.21 sq.m.),5,5,2,4.0,East,Old Property,,2295.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
house,ansal sushant lok plots,sector 43,11.5,17692.0,3767.36,Plot area 3762(349.5 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6500 sq.ft. (603.87 sq.m.),7,8,3+,3.0,,Old Property,,9000.0,6500.0,0,1,1,1,0,1,1,0,0,7,0,13,0,1,0,0,0,1,1,0,7,10,0,1,31
house,independent,sector 31,9.25,39530.0,2389.59,Plot area 265(221.57 sq.m.)Built Up area: 262 sq.yards (219.07 sq.m.)Carpet area: 260 sq.yards (217.39 sq.m.),12,12,3+,4.0,North-East,New Property,,262.0,260.0,0,1,0,1,1,4,1,4,16,12,0,0,0,1,0,0,0,0,1,0,12,0,0,2,49
house,international city by sobha phase 2,sector 109,10.0,27778.0,3595.14,Plot area 400(334.45 sq.m.),4,5,3+,2.0,East,New Property,,3600.0,,1,1,0,1,1,1,1,0,9,4,0,12,0,1,0,1,0,0,1,0,4,5,0,1,49
house,independent,sector 57,8.31,24171.0,3433.68,Plot area 382(319.4 sq.m.),5,6,3+,4.0,North-East,Old Property,,3438.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
house,nul,sector 25,9.5,33404.0,2841.67,Plot area 316(264.22 sq.m.),9,9,3+,3.0,North-West,Old Property,,2844.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
flat,vipul belmonte,sector 53,6.5,21922.0,2965.1,Super Built up area 2965(275.46 sq.m.),3,4,3+,0.0,,Old Property,2965.0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,72
house,cloudnine cottages,sector 48,5.5,55000.0,1001.04,Plot area 1000(92.9 sq.m.),3,3,0,1.0,,Moderately old,,1000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,sector 26,14.75,51864.0,2841.67,Plot area 316(264.22 sq.m.),16,20,3+,4.0,East,New Property,,2844.0,,1,1,1,1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,153
house,sector 14 rwa,sector 14,5.51,16990.0,3250.7,Plot area 361(301.84 sq.m.),3,3,2,4.0,South-West,Moderately old,,3249.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
house,independent,sector 43,5.75,29716.0,1937.5,Plot area 215(179.77 sq.m.),4,4,2,2.0,North,Old Property,,1935.0,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
house,ansal sushant lok,sector 43,10.5,27911.0,3767.36,Plot area 418(349.5 sq.m.),4,4,2,1.0,North-East,Old Property,,3762.0,,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,59
house,independent,sector 55,5.6,20741.0,2701.74,Plot area 300(250.84 sq.m.),6,4,3,3.0,East,Old Property,,2700.0,,0,1,0,0,0,1,0,1,4,4,0,12,0,0,0,0,0,0,0,0,5,10,0,1,41
flat,dlf royalton tower,sector 43,6.5,22108.0,2940.1,Super Built up area 2940(273.13 sq.m.),4,5,2,8.0,West,Relatively New,2940.0,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15
flat,tata primanti,sector 72,6.75,19285.0,3500.1,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,0.0,North-East,New Property,4250.0,4000.0,3500.0,0,0,0,0,0,1,1,0,0,5,0,18,0,1,0,1,0,0,1,0,3,6,0,1,174
house,independent,sector 56,7.25,29336.0,2723.27,Plot area 303(253.35 sq.m.),8,8,3+,0.0,North-East,Moderately old,,2727.0,,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,1,24
house,international city by sobha phase 1,sector 109,5.7,10556.0,5403.48,Plot area 600(501.68 sq.m.),4,5,3+,3.0,East,Relatively New,,5400.0,,1,1,1,1,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,160
house,independent,sector 26,16.0,35556.0,4499.31,Plot area 500(418.06 sq.m.),5,6,3,2.0,North-East,Old Property,,4500.0,,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0
house,independent,sector 23,5.5,21825.0,2518.75,Plot area 280(234.12 sq.m.),8,8,2,3.0,East,Moderately old,,2520.0,,1,1,0,1,0,1,1,0,0,0,0,18,0,0,0,0,0,0,1,0,8,11,0,1,76
house,independent,sector 50,7.0,23333.0,2400.35,Plot area 2400(222.97 sq.m.)Built Up area: 3400 sq.ft. (315.87 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,2,3.0,North-East,Old Property,,3400.0,3000.0,0,1,0,0,0,0,1,0,5,0,0,5,1,0,0,0,0,0,0,0,5,0,0,0,118
house,independent,sector 43,8.5,31481.0,2701.74,Plot area 300(250.84 sq.m.),5,5,3,3.0,West,Moderately old,,2700.0,,0,1,0,0,0,0,0,0,0,5,0,30,0,0,0,0,0,0,1,0,5,7,0,1,113
house,unitech uniworld resorts,sector 33,11.75,23240.0,4520.84,Plot area 502(419.74 sq.m.),5,7,3+,3.0,East,Relatively New,,4518.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
house,ireo victory valley,sector 67,8.0,22222.0,3595.14,Plot area 400(334.45 sq.m.),6,7,3+,51.0,North-East,Moderately old,,3600.0,,1,1,0,1,0,1,1,0,9,10,0,36,0,1,0,0,0,0,1,0,24,15,0,1,49
house,dlf city plots,sector 26,13.5,29880.0,4520.84,Plot area 502(419.74 sq.m.),5,5,3,2.0,East,Old Property,,4518.0,,1,1,1,1,0,0,1,0,5,5,0,7,0,0,0,1,0,0,1,0,0,5,0,1,110
house,emaar mgf marbella,sector 66,12.0,37037.0,3239.93,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Relatively New,,3240.0,,1,1,1,1,0,1,1,1,14,0,0,51,0,0,0,0,0,1,1,0,4,12,0,1,160
house,suncity township,sector 54,25.0,31111.0,8998.62,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,North,Moderately old,,9000.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flat,dlf royalton tower,sector 43,6.5,20687.0,3142.1,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,,Moderately old,2997.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
house,bptp astaire gardens,sector 70,6.5,27871.0,2690.98,Plot area 299(250 sq.m.),4,4,3+,2.0,North-East,New Property,,2691.0,,1,1,0,1,0,1,1,0,8,5,0,18,0,1,0,0,0,1,0,0,5,9,0,1,160
house,independent,sector 43,27.5,24366.0,11291.33,Plot area 1254(1048.5 sq.m.),6,7,3+,3.0,North-East,Relatively New,,11286.0,,1,1,0,1,1,2,1,1,7,7,0,22,0,1,0,1,0,1,1,0,10,6,0,1,42
flat,ambience creacions,sector 22,6.16,20533.0,3000.0,Carpet area: 3000 (278.71 sq.m.),4,5,3+,10.0,South-East,New Property,,,3000.0,0,0,0,0,0,1,1,0,0,4,0,6,0,0,0,0,0,0,1,0,4,6,1,1,49
house,emaar mgf marbella,sector 66,9.01,16066.0,5607.99,Plot area 521,4,4,3+,3.0,North-East,Relatively New,,5574.7,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,Relatively New,,4200.0,,0,0,0,0,0,1,1,0,8,5,0,11,0,1,0,0,0,0,1,0,5,9,0,1,87
house,satya the legend,sector 57,9.25,16577.0,5780.21,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5,5,3+,4.0,North-East,Relatively New,,630.0,620.0,1,1,1,1,0,1,1,0,7,6,0,44,0,0,0,1,0,0,1,0,0,9,0,1,160
flat,pioneer araya,sector 62,9.95,20995.0,4739.2,Super Built up area 4739(440.27 sq.m.)Carpet area: 3219 sq.ft. (299.05 sq.m.),4,6,3,12.0,South-East,Relatively New,4739.0,,3219.0,0,0,0,0,0,1,1,0,7,0,0,10,0,0,0,0,0,0,0,0,0,6,0,1,138
house,independent,sector 13,9.0,100000.0,904.17,Plot area 900(83.61 sq.m.),10,5,3+,4.0,,Old Property,,900.0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flat,dlf icon,sector 43,5.8,20707.0,2801.0,Built Up area: 2801 (260.22 sq.m.),4,4,3+,18.0,,Undefined,,2801.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
house,vatika india next,sector 82,6.5,20062.0,3239.93,Built Up area: 360 (301.01 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,3,0,2.0,,Undefined,,360.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,sector 28,9.0,27778.0,3239.93,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,Moderately old,,3240.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
flat,tulip monsella,sector 53,6.02,20816.0,2892.0,Built Up area: 2892 (268.68 sq.m.),3,3,3,29.0,,Undefined,,2892.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68
flat,central park resorts,sector 48,9.3,24926.0,3731.0,Super Built up area 3931(365.2 sq.m.)Built Up area: 3831 sq.ft. (355.91 sq.m.)Carpet area: 3731 sq.ft. (346.62 sq.m.),4,4,3+,10.0,North-East,Moderately old,3931.0,3831.0,3731.0,0,0,0,0,0,1,1,0,8,5,0,16,0,0,0,0,0,0,1,0,6,8,0,1,67
house,vipul tatvam villa,sector 48,8.2,25309.0,3239.93,Plot area 360(301.01 sq.m.),3,3,2,2.0,North,Moderately old,,3240.0,,1,1,0,1,0,1,1,1,5,3,3,12,0,0,1,0,0,1,1,4,3,8,0,2,160
flat,dlf park place,sector 54,5.75,24688.0,2329.1,Super Built up area 2329(216.37 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,4,3,12.0,North-East,Relatively New,2329.0,1900.0,1700.0,0,0,0,0,0,1,1,1,6,4,0,15,0,1,0,1,1,0,1,0,3,5,1,2,174
house,floor wise designer kothi,sector 25,13.0,48148.0,2701.74,Plot area 300(250.84 sq.m.),12,16,3+,4.0,North-East,New Property,,2700.0,,1,1,1,1,0,1,1,1,24,16,0,43,0,1,0,1,0,0,1,0,12,36,0,1,144
house,international city by sobha phase 2,sector 109,11.3,25111.0,4499.31,Plot area 500(418.06 sq.m.)Built Up area: 480 sq.yards (401.34 sq.m.)Carpet area: 460 sq.yards (384.62 sq.m.),7,5,3+,4.0,East,Relatively New,,480.0,460.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
house,independent,sector 50,10.55,32562.0,3239.93,Plot area 360(301.01 sq.m.),5,5,3,2.0,,Moderately old,,3240.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
